WAS	CR-4	chr2	242451442	-	48	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451443	-	5512	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451521	-	1157	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451771	-	229	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451818	-	2150	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	242451938	-	621	STK25	242434121	242448987	upstream
WAS	CR-4	chr2	46725106	+	1084	TMEM247	46706703	46711564	downstream
WAS	CR-4	chr2	46725114	-	1495	TMEM247	46706703	46711564	downstream
WAS	CR-4	chr20	2986362	-	81	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989113	+	104	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989117	+	465	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989118	+	21	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989119	+	7217	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989123	+	169	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989124	+	146	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989128	+	242	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989131	+	114	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989133	+	131	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989134	-	100	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989134	+	489	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989135	+	4354	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989135	-	11028	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989137	-	18171	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989138	-	31	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989139	-	26	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989140	-	242	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989146	-	24	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989148	-	2881	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989172	-	100	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989594	-	407	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	2989948	-	236	GNRH2	3024267	3026391	upstream
WAS	CR-4	chr20	15169682	-	1325	MACROD2	15177503	16033841	upstream
WAS	CR-4	chr20	15360323	-	237	MACROD2	15177503	16033841	inside
WAS	CR-4	chr22	22709626	+	387	LOC96610	22652462	22677324	downstream
WAS	CR-4	chr22	22279063	+	31	PPM1F	22273791	22307250	inside
WAS	CR-4	chr3	45094947	+	31	CLEC3B	45067758	45077563	downstream
WAS	CR-4	chr3	157050298	+	484	PTX3	157154579	157161417	upstream
WAS	CR-4	chr3	76935911	+	28	ROBO2	77089293	77699114	upstream
WAS	CR-4	chr3	76935912	+	3058	ROBO2	77089293	77699114	upstream
WAS	CR-4	chr3	4350392	-	196	SETMAR	4345296	4358949	inside
WAS	CR-4	chr4	102584103	+	462	BANK1	102711763	102995969	upstream
WAS	CR-4	chr4	1500322	-	21	CRIPAK	1385339	1389782	downstream
WAS	CR-4	chr4	135884710	-	2136	PABPC4L	135117488	135122903	upstream
WAS	CR-4	chr5	116889921	-	2810	LOC728342	116751207	116915439	inside
WAS	CR-4	chr5	121764523	-	3433	MGC32805	121772191	121814782	downstream
WAS	CR-4	chr6	125623490	-	166	HDDC2	125596495	125623282	upstream
WAS	CR-4	chr6	133435591	+	661	LINC00326	133409218	133427717	downstream
WAS	CR-4	chr6	27426092	+	45	ZNF184	27418520	27440897	inside
WAS	CR-4	chr6	27426093	+	96	ZNF184	27418520	27440897	inside
WAS	CR-4	chr6	27426094	+	123	ZNF184	27418520	27440897	inside
WAS	CR-4	chr6	27426095	+	123	ZNF184	27418520	27440897	inside
WAS	CR-4	chr6	27426096	+	93	ZNF184	27418520	27440897	inside
WAS	CR-4	chr6	27426097	+	43	ZNF184	27418520	27440897	inside
WAS	CR-4	chr7	112562019	+	994	C7orf60	112459201	112579932	inside
WAS	CR-4	chr7	150636452	+	2729	KCNH2	150646515	150652917	downstream
WAS	CR-4	chr7	159030263	-	36	VIPR2	158820865	158937649	upstream
WAS	CR-4	chr8	110572368	+	3100	EBAG9	110552309	110577391	inside
WAS	CR-4	chr8	48081091	+	322	LOC100287846	48100929	48104439	upstream
WAS	CR-4	chr9	125689359	-	317	ZBTB26	125680377	125693779	inside
WAS	CR-4	chrX	107505502	+	187	ATG4A	107334898	107397901	downstream
WAS	CR-4	chrX	10572726	+	44	MID1	10413349	10588674	inside
WAS	CR-4	chrX	48542172	-	34	WAS	48542185	48549817	upstream
WAS	CR-4	chrX	48544483	+	1129	WAS	48542185	48549817	inside
WAS	CR-4	chrX	48544567	+	1292	WAS	48542185	48549817	inside
WAS	CR-4	chrX	48544571	+	2792	WAS	48542185	48549817	inside
WAS	CR-4	chrX	48544574	+	804	WAS	48542185	48549817	inside
WAS	CR-4	chrX	48544579	+	66	WAS	48542185	48549817	inside
WAS	CR-4	chrX	48544581	+	25	WAS	48542185	48549817	inside
WAS	CR-4	chrX	48544584	+	231	WAS	48542185	48549817	inside
WAS	CR-4	chrX	48544585	+	122	WAS	48542185	48549817	inside
WAS	CR-4	chrX	48544586	-	9293	WAS	48542185	48549817	inside
WAS	CR-4	chrX	48544586	+	11246	WAS	48542185	48549817	inside
WAS	CR-4	chrX	48544587	-	27	WAS	48542185	48549817	inside
WAS	CR-4	chrX	48544588	-	3449	WAS	48542185	48549817	inside
WAS	CR-5	chr5	416861	-	1832	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424247	+	4140	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424258	+	549	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424267	+	656	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424272	+	1137	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424273	+	7065	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424284	-	1548	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424391	+	54	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424540	+	3179	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424564	+	525	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424567	+	191	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424568	-	88	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424570	-	21074	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424571	+	133	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424571	-	1302	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424572	-	426	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424573	-	21	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424582	-	354	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424583	-	35	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424601	-	3048	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	424603	-	21	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	425020	-	3016	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	425379	-	34	C5orf55	441642	443258	downstream
WAS	CR-5	chr5	454821	+	1886	EXOC3	443333	467409	inside
WAS	CR-5	chr5	3117570	-	30	C5orf38	2752261	2755511	downstream
WAS	CR-5	chr9	3630833	-	2666	RFX3	3247036	3525983	upstream
WAS	CR-5	chr6	5639376	+	1039	NRN1	5998232	6004277	downstream
WAS	CR-5	chr2	5760801	-	2133	SOX11	5832798	5841517	upstream
WAS	CR-5	chr2	5760802	-	27	SOX11	5832798	5841517	upstream
WAS	CR-5	chr5	8963437	-	74	MIR4636	9053927	9054007	downstream
WAS	CR-5	chr19	16793382	-	1818	TMEM38A	16771937	16799816	inside
WAS	CR-5	chr12	29420230	-	212	FAR2	29376555	29488549	inside
WAS	CR-5	chr7	37664738	-	580	GPR141	37779995	37780913	upstream
WAS	CR-5	chr5	43279515	-	129	HMGCS1	43287571	43313614	downstream
WAS	CR-5	chrX	48543371	-	74	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544179	-	167	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544446	-	538	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544523	-	1058	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544526	-	30	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544536	-	618	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544538	-	39	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544539	-	2261	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544541	-	6020	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544543	-	1076	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544544	-	66	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544545	-	15457	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544546	-	16464	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544547	-	1871	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544548	-	359	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544549	-	3155	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544550	-	25	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544553	-	135	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544554	-	63	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544555	-	242	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544557	-	2433	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544588	-	255	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48544589	-	451	WAS	48542185	48549817	inside
WAS	CR-5	chrX	48550354	-	540	SUV39H1	48555130	48567406	upstream
WAS	CR-5	chr14	50329269	-	1159	NEMF	50250531	50319539	upstream
WAS	CR-5	chr11	56519783	-	38	OR9G4	56510303	56511287	upstream
WAS	CR-5	chr10	56768612	+	29	PCDH15	55580859	56561051	upstream
WAS	CR-5	chr10	56768614	-	1043	PCDH15	55580859	56561051	upstream
WAS	CR-5	chr10	56768614	+	14120	PCDH15	55580859	56561051	upstream
WAS	CR-5	chr10	56768615	+	24	PCDH15	55580859	56561051	upstream
WAS	CR-5	chr13	62298162	-	314	PCDH20	61983818	61989655	upstream
WAS	CR-5	chr13	67315647	-	644	PCDH9-AS2	67399300	67489163	upstream
WAS	CR-5	chr4	74887605	+	274	CXCL3	74902311	74904490	downstream
WAS	CR-5	chr5	77994300	+	171	LHFPL2	77781037	77944648	upstream
WAS	CR-5	chrX	90817724	-	993	PABPC5	90689596	90693583	downstream
WAS	CR-5	chrX	90817732	-	3020	PABPC5	90689596	90693583	downstream
WAS	CR-5	chrX	90817733	-	553	PABPC5	90689596	90693583	downstream
WAS	CR-5	chrX	90817743	-	56	PABPC5	90689596	90693583	downstream
WAS	CR-5	chr4	91963118	+	109	CCSER1	91156181	91703154	downstream
WAS	CR-5	chr3	97717418	+	142	MINA	97660660	97691295	upstream
WAS	CR-5	chr3	97717419	+	37	MINA	97660660	97691295	upstream
WAS	CR-5	chr3	97717420	+	18208	MINA	97660660	97691295	upstream
WAS	CR-5	chr2	102466452	+	23	LOC100506328	102599926	102602007	upstream
WAS	CR-5	chr8	105986473	+	22	ZFPM2	106331146	106816767	upstream
WAS	CR-5	chr4	148561395	+	83	TMEM184C	148538538	148556672	downstream
WAS	CR-5	chr5	162444632	+	14449	CCNG1	162864576	162872022	upstream
WAS	CR-5	chr5	162444634	+	59	CCNG1	162864576	162872022	upstream
WAS	CR-5	chr6	164408261	+	27	QKI	163835674	163999628	downstream
WAS	CR-5	chr1	218115212	+	2398	LINC00210	218066241	218094146	downstream
WAS	CR-4&5	nickase	chr1	64955821	+	871	CACHD1	64936475	65158741	inside
WAS	CR-4&5	nickase	chr1	157752865	+	177	FCRL2	157715522	157746922	upstream
WAS	CR-4&5	nickase	chr1	245009193	+	1002	HNRNPU-AS1	245003939	245010243	inside
WAS	CR-4&5	nickase	chr1	62535203	+	5272	L1TD1	62660473	62678001	upstream
WAS	CR-4&5	nickase	chr1	47101383	+	833	MOB3C	47073386	47082563	upstream
WAS	CR-4&5	nickase	chr1	214592221	+	344	PTPN14	214522038	214725024	inside
WAS	CR-4&5	nickase	chr1	151121771	+	439	SEMA6C	151104162	151119140	upstream
WAS	CR-4&5	nickase	chr10	46027573	+	1710	8-Mar	45952816	46030819	inside
WAS	CR-4&5	nickase	chr10	99311264	+	162	ANKRD2	99332255	99343641	upstream
WAS	CR-4&5	nickase	chr10	36160402	+	42	FZD8	35927176	35930362	upstream
WAS	CR-4&5	nickase	chr10	19705517	+	91	PLXDC2	20105371	20569115	upstream
WAS	CR-4&5	nickase	chr10	93602304	+	496	TNKS2	93558150	93625232	inside
WAS	CR-4&5	nickase	chr10	77264967	+	531	ZNF503-AS2	77163513	77168740	downstream
WAS	CR-4&5	nickase	chr11	30412367	+	3121	ARL14EP	30344648	30359165	downstream
WAS	CR-4&5	nickase	chr11	13272375	+	92	ARNTL	13299324	13408812	upstream
WAS	CR-4&5	nickase	chr11	57428256	+	113	CLP1	57425215	57429337	inside
WAS	CR-4&5	nickase	chr11	133904719	+	29	LOC100128239	133902166	133911236	inside
WAS	CR-4&5	nickase	chr11	114938047	+	1351	NXPE2	114549199	114577652	downstream
WAS	CR-4&5	nickase	chr12	29122939	+	920	FAR2	29301935	29488549	upstream
WAS	CR-4&5	nickase	chr12	90936016	+	23	LINC00615	91311799	91342446	upstream
WAS	CR-4&5	nickase	chr12	122241964	+	313	LOC338799	122233172	122241390	upstream
WAS	CR-4&5	nickase	chr12	65042477	+	70	MIR548Z	65016288	65016385	upstream
WAS	CR-4&5	nickase	chr12	60321322	+	250	SLC16A7	60083117	60183635	downstream
WAS	CR-4&5	nickase	chr13	32422787	+	388	EEF1DP3	32420919	32533721	inside
WAS	CR-4&5	nickase	chr14	69965152	+	747	PLEKHD1	69951470	69995215	inside
WAS	CR-4&5	nickase	chr15	73605048	+	1259	HCN4	73612199	73661605	downstream
WAS	CR-4&5	nickase	chr15	94550537	+	33	MCTP2	94841429	95027181	upstream
WAS	CR-4&5	nickase	chr16	976289	+	885	LMF1	903634	1020984	inside
WAS	CR-4&5	nickase	chr17	48799589	+	260	LUC7L3	48796925	48830072	inside
WAS	CR-4&5	nickase	chr17	52458789	+	133	TOM1L1	52978051	53039328	upstream
WAS	CR-4&5	nickase	chr18	76980102	+	556	ATP9B	76829396	77138282	inside
WAS	CR-4&5	nickase	chr19	13073307	+	160	GADD45GIP1	13064969	13068068	upstream
WAS	CR-4&5	nickase	chr19	53424794	+	27	ZNF321P	53430387	53445847	downstream
WAS	CR-4&5	nickase	chr2	144284898	+	399	ARHGAP15	143886898	144525921	inside
WAS	CR-4&5	nickase	chr2	213566971	+	41	ERBB4	212240441	213403352	upstream
WAS	CR-4&5	nickase	chr2	154581586	+	44	GALNT13	154728425	155310489	upstream
WAS	CR-4&5	nickase	chr2	129776902	+	161	HS6ST1	129023053	129076171	upstream
WAS	CR-4&5	nickase	chr2	142189913	+	544	LRP1B	140988995	142889270	inside
WAS	CR-4&5	nickase	chr2	114490232	+	126	MIR4782	114478866	114478945	upstream
WAS	CR-4&5	nickase	chr2	1066954	+	67	SNTG2	946553	1371384	inside
WAS	CR-4&5	nickase	chr21	38990887	+	21	DYRK1A	38792601	38887679	downstream
WAS	CR-4&5	nickase	chr3	124983	+	355	CHL1	238278	451097	upstream
WAS	CR-4&5	nickase	chr3	56510214	+	86	ERC2	55542335	56502391	upstream
WAS	CR-4&5	nickase	chr3	60257449	+	1329	FHIT	59735035	61237133	inside
WAS	CR-4&5	nickase	chr3	27245767	+	26	NEK10	27257096	27410912	downstream
WAS	CR-4&5	nickase	chr4	112776042	+	484	C4orf32	113066552	113110237	upstream
WAS	CR-4&5	nickase	chr4	91766745	+	319	CCSER1	91156181	91703154	downstream
WAS	CR-4&5	nickase	chr4	129734550	+	33	PHF17	129730778	129796379	inside
WAS	CR-4&5	nickase	chr4	129734551	+	14541	PHF17	129730778	129796379	inside
WAS	CR-4&5	nickase	chr6	34908245	+	37	ANKS1A	34857037	35059190	inside
WAS	CR-4&5	nickase	chr6	733334	+	856	EXOC2	485137	693141	upstream
WAS	CR-4&5	nickase	chr6	84445385	+	682	SNAP91	84262604	84419127	upstream
WAS	CR-4&5	nickase	chr6	120823969	+	281	TBC1D32	121400626	121655644	downstream
WAS	CR-4&5	nickase	chr7	65518655	+	75	ASL	65540775	65558329	upstream
WAS	CR-4&5	nickase	chr7	7245985	+	57	C1GALT1	7222245	7288280	inside
WAS	CR-4&5	nickase	chr7	131073595	+	714	MKLN1	131012594	131181398	inside
WAS	CR-4&5	nickase	chr7	116656747	+	291	ST7-AS1	116592500	116594388	upstream
WAS	CR-4&5	nickase	chr8	65673770	+	277	CYP7B1	65508528	65711348	inside
WAS	CR-4&5	nickase	chr8	70256228	+	447	SULF1	70378858	70573147	upstream
WAS	CR-4&5	nickase	chr8	100071408	+	27	VPS13B	100025493	100133987	inside
WAS	CR-4&5	nickase	chr9	129385121	+	3075	LMX1B	129376721	129463311	inside
WAS	CR-4&5	nickase	chr9	33923505	+	49	SNORD121B	33934294	33934373	downstream
WAS	CR-4&5	nickase	chrX	107614427	+	56	COL4A6	107398836	107681658	inside
WAS	CR-4&5	nickase	chrX	97333587	+	121	RPA4	96138906	96140450	downstream
WAS	CR-4&5	nickase	chrX	48765711	-	136	SLC35A2	48760458	48768917	inside
WAS	CR-4&5	nickase	chrX	48557451	-	190	SUV39H1	48555130	48567406	inside
WAS	CR-4&5	nickase	chrX	48515071	+	337	WAS	48542185	48549817	upstream
WAS	CR-4&5	nickase	chrX	48542769	+	38	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48543585	+	82	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48543832	+	30	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48543919	+	553	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544012	+	67	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544308	+	362	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544364	+	287	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544459	+	138	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544476	+	33	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544477	+	674	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544481	+	84	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544509	+	295	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544518	+	663	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544526	+	1294	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544530	+	249	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544534	+	315	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544538	+	938	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544539	+	118	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544541	+	11180	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544543	+	27	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544547	+	857	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544550	+	50	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544551	+	1365	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544553	+	34	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544554	+	41	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544557	+	1626	WAS	48542185	48549817	inside
WAS	CR-4&5	nickase	chrX	48544560	+	1258	WAS	48542185	48549817	inside
